,Temperature,Latitude,Longitude,Humidity,Wind Speed,Cloud,Country,Date,City
364,75.29,42.0551,59.3788,29,9.06,0,TM,1627433759,akdepe
365,51.22,67.8006,130.4114,53,15.37,31,RU,1627433203,batagay-alyta
366,61.0,47.8376,-0.3329,96,6.35,21,FR,1627433760,sable-sur-sarthe
367,79.5,63.0128,112.4714,48,4.7,11,RU,1627433760,chernyshevskiy
368,66.7,51.1,114.53,73,2.08,15,RU,1627433760,aginskoye
369,70.39,39.05,-27.9833,89,8.28,100,PT,1627433438,lagoa
370,62.02,53.858,120.875,96,2.15,100,RU,1627433761,amazar
371,58.62,-8.4192,20.7447,33,2.82,95,AO,1627433761,lucapa
372,73.98,19.8,75.5333,83,0.0,75,IN,1627433761,pipri
373,76.6,-0.3167,102.35,66,4.7,96,ID,1627433762,japura
374,78.8,21.2833,-88.9333,85,6.93,19,MX,1627433762,dzilam gonzalez
375,75.69,52.4201,136.4853,73,3.36,100,RU,1627433762,imeni poliny osipenko
376,52.52,67.4667,86.5833,86,5.95,100,RU,1627433763,igarka
377,66.16,45.1667,10.7833,88,5.59,2,IT,1627433763,mantua
378,81.52,28.3667,129.4833,86,12.35,52,JP,1627433674,naze
379,78.13,-9.0763,143.2092,89,14.32,97,PG,1627433763,daru
380,36.34,69.7008,170.3133,90,8.12,97,RU,1627433405,pevek
381,81.59,33.194,-82.5271,64,2.21,66,US,1627433170,avera
382,50.0,64.75,177.4833,93,20.0,75,RU,1627433764,anadyr
383,78.91,-19.55,169.2667,57,9.22,40,VU,1627433662,isangel
384,71.35,10.75,-11.1167,98,4.14,100,GN,1627433709,dabola
385,72.79,-1.5746,9.2618,84,4.74,14,GA,1627433764,omboue
386,60.87,-24.8667,113.6333,55,9.22,90,AU,1627433765,carnarvon
387,58.33,53.9939,84.7431,66,0.92,100,RU,1627433765,zalesovo
388,78.93,-6.8844,112.2051,73,7.7,9,ID,1627433385,labuhan
389,58.08,60.4667,166.1,60,15.28,99,RU,1627433321,tilichiki
390,61.75,47.5702,-59.1367,99,6.53,100,CA,1627433766,channel-port aux basques
391,91.08,42.7241,-114.5186,35,0.0,1,US,1627433498,jerome
392,75.52,-0.7193,8.7815,80,8.9,55,GA,1627433373,port-gentil
393,67.28,42.1263,-1.1372,71,7.31,97,ES,1627433766,ejea de los caballeros
394,55.15,-16.0316,35.5,96,4.54,100,MW,1627433766,mulanje
395,55.65,12.5058,39.5228,88,9.33,100,ET,1627433767,korem
396,77.54,14.9215,-23.5087,73,8.05,75,CV,1627433767,praya
397,68.32,54.7804,-127.1743,40,4.61,20,CA,1627433767,smithers
398,79.43,49.1167,131.1833,66,7.0,47,RU,1627433768,khingansk
399,66.0,52.5244,13.4105,78,4.61,0,DE,1627433526,berlin
400,70.95,-22.9661,-42.0278,81,24.07,0,BR,1627433768,arraial do cabo
401,82.9,28.3669,121.36,86,10.4,88,CN,1627433768,wenling
402,82.36,71.9667,102.5,45,17.98,9,RU,1627433182,khatanga
403,65.62,42.1584,-72.3287,85,1.01,90,US,1627433722,palmer
404,63.14,-7.8447,-79.1469,84,6.38,73,PE,1627433657,chicama
405,76.98,2.8197,-60.6733,88,2.3,75,BR,1627433434,boa vista
406,65.73,-10.0681,-78.1522,86,11.12,39,PE,1627433561,huarmey
407,66.78,49.1447,56.4872,38,8.7,100,KZ,1627433769,shubarkuduk
408,55.81,-35.5667,138.6167,68,4.0,9,AU,1627433613,victor harbor
409,77.85,30.1924,116.025,92,10.92,100,CN,1627433770,huangmei
410,85.68,45.5234,-122.6762,42,1.01,20,US,1627433150,portland
411,86.5,14.0453,124.1694,69,16.73,100,PH,1627433770,pandan
412,61.99,52.5369,62.4936,55,7.29,79,KZ,1627433771,lisakovsk
413,83.19,31.7167,-116.5667,68,7.92,23,MX,1627433297,maneadero
414,81.05,7.7102,81.6924,69,3.42,100,LK,1627433771,batticaloa
415,57.47,40.8021,-124.1637,87,5.53,100,US,1627433254,eureka
416,68.94,42.3414,78.0056,56,1.5,47,KG,1627433481,kyzyl-suu
417,91.42,24.4667,54.3667,62,1.14,0,AE,1627433571,abu dhabi
418,61.05,62.2667,24.7,63,3.78,66,FI,1627433772,keuruu
419,81.93,6.6221,73.07,77,15.23,62,MV,1627433547,kulhudhuffushi
420,63.16,39.8386,69.5306,42,2.84,0,KG,1627433772,isfana
421,65.05,43.3665,-124.2179,76,19.57,1,US,1627433404,coos bay
422,84.0,35.1333,140.3,78,18.32,100,JP,1627433408,katsuura
423,84.25,16.45,-85.85,78,22.57,95,HN,1627433772,savannah bight
424,46.47,71.0357,27.8492,88,3.53,94,NO,1627433306,mehamn
425,37.26,-45.8667,-67.5,75,3.44,0,AR,1627433431,comodoro rivadavia
426,80.94,32.5251,-93.7502,88,0.0,40,US,1627433773,shreveport
427,52.11,-44.7,169.15,89,1.99,70,NZ,1627433574,wanaka
428,77.27,35.9911,-106.0806,49,8.37,96,US,1627433773,espanola
429,77.0,13.4878,106.9816,95,5.01,100,KH,1627433774,lumphat
430,75.42,1.55,110.3333,94,1.14,20,MY,1627433774,kuching
431,52.93,-46.2817,169.8464,55,2.37,100,NZ,1627433397,kaitangata
432,48.15,-13.3128,35.2406,82,7.43,3,MZ,1627433774,lichinga
433,61.65,40.1629,-8.3327,98,1.5,21,PT,1627433295,lata
434,82.29,32.296,-81.2354,86,6.91,75,US,1627433410,rincon
435,63.0,35.6003,103.2064,61,0.96,5,CN,1627433761,linxia
436,77.94,40.7765,-73.4673,63,3.0,5,US,1627433759,plainview
437,68.14,-23.5333,148.1667,64,10.36,0,AU,1627433445,emerald
438,79.0,31.3525,27.2453,73,6.91,0,EG,1627433394,marsa matruh
439,83.26,9.285,105.7244,75,14.99,20,VN,1627433685,bac lieu
440,84.02,50.3672,137.4996,68,3.11,16,RU,1627433775,selikhino
441,74.19,35.0806,109.0897,63,3.06,100,CN,1627433775,tongchuan
442,78.84,30.634,117.8517,93,7.14,100,CN,1627433776,rongcheng
443,82.33,25.05,61.7417,88,9.64,100,PK,1627433776,jiwani
444,71.55,-20.3297,-40.2925,88,8.05,0,BR,1627433413,vila velha
445,85.39,-3.6667,152.4333,65,4.97,11,PG,1627433410,namatanai
446,82.6,21.4267,39.8261,68,4.21,100,SA,1627433586,mecca
447,78.04,14.6333,99.1,86,4.43,99,TH,1627433777,kanchanaburi
448,65.44,51.5664,32.9586,67,7.43,98,UA,1627433420,korop
449,75.49,30.2455,-85.6483,94,3.44,1,US,1627433501,lynn haven
450,82.56,5.3473,115.7455,78,2.21,80,MY,1627433777,beaufort
451,73.78,43.6475,111.9767,47,13.02,100,CN,1627433518,erenhot
452,70.9,11.2361,4.9073,97,3.78,100,NG,1627433777,duku
453,60.55,-9.5402,16.341,26,2.28,19,AO,1627433778,malanje
454,66.33,-35.1,173.7833,68,7.31,96,NZ,1627433762,kaeo
455,82.49,12.485,-16.5469,79,7.14,100,SN,1627433464,oussouye
456,83.07,42.0411,-87.6901,60,1.99,0,US,1627433778,evanston
457,68.92,-2.5167,32.9,47,9.71,52,TZ,1627433778,mwanza
458,85.1,36.3703,30.2869,44,8.93,0,TR,1627433617,kumluca
459,70.47,10.2849,22.7882,95,7.07,100,CF,1627433779,birao
460,60.13,46.6166,10.7002,94,3.38,81,IT,1627433215,lasa
461,63.23,43.213,-8.691,91,4.59,61,ES,1627433779,carballo
462,87.26,34.4506,40.9171,30,19.57,0,SY,1627433780,abu kamal
463,68.31,31.4451,12.9801,79,10.04,0,LY,1627433668,mizdah
464,81.09,30.5188,-87.2728,87,1.01,75,US,1627433780,ensley
465,70.21,-28.8667,153.5667,56,6.91,32,AU,1627433605,ballina
466,82.27,32.2989,69.5725,64,3.15,11,PK,1627433780,wana
467,80.69,21.2833,-88.2667,73,7.05,57,MX,1627433781,panaba
468,78.82,44.3525,143.3525,83,4.61,20,JP,1627433781,mombetsu
469,60.4,60.5544,-151.2583,82,13.35,99,US,1627433781,kenai
470,82.26,18.217,-63.0578,75,19.22,4,AI,1627433650,the valley
471,74.03,1.2391,23.616,69,2.91,100,CD,1627433781,basoko
472,84.24,38.4167,77.2406,25,9.35,88,CN,1627433782,shache
473,74.12,14.1167,78.1667,72,13.33,100,IN,1627433782,kadiri
474,69.31,4.9934,19.9619,95,2.73,100,CF,1627433782,kouango
475,79.09,49.7833,-92.7503,36,6.91,1,CA,1627433437,dryden
476,72.64,-20.7377,116.8463,55,6.53,7,AU,1627433414,karratha
477,65.95,50.0981,43.2976,61,4.97,5,RU,1627433783,sebrovo
478,82.02,25.1216,62.3254,88,8.99,82,PK,1627433672,gwadar
479,69.44,8.4596,25.678,97,4.0,99,SS,1627433783,raga
480,72.95,-23.7,133.8833,27,10.36,0,AU,1627433643,alice springs
481,75.85,-7.9139,39.6668,72,17.9,0,TZ,1627433683,kilindoni
482,68.43,51.6828,102.1408,76,2.04,30,RU,1627433784,kyren
483,50.07,64.5011,-165.4064,93,13.8,90,US,1627433784,nome
484,60.48,58.5667,5.7,89,13.47,96,NO,1627433784,vigrestad
485,69.3,-34.5833,150.8552,41,9.06,24,AU,1627433670,flinders
486,61.66,66.4043,14.5233,66,4.05,32,NO,1627433785,storforshei
487,46.22,-17.9333,19.7667,47,6.44,1,NA,1627433785,rundu
488,84.18,18.4726,120.5763,86,22.55,100,PH,1627433785,davila
489,81.45,44.3,86.0333,30,7.31,1,CN,1627433764,shihezi
490,62.65,-13.7,-76.2167,82,19.57,0,PE,1627433424,pisco
491,70.9,53.5739,142.9478,85,3.13,100,RU,1627433766,okha
492,60.69,-7.0,23.45,37,4.54,37,CD,1627433786,mwene-ditu
493,76.78,4.423,-7.3528,74,7.65,100,CI,1627433786,tabou
494,72.81,34.7909,48.5707,26,5.14,0,IR,1627433786,azad shahr
495,65.23,68.2191,-135.0107,67,5.75,100,CA,1627433180,aklavik
496,59.56,-16.8392,36.9856,96,3.22,98,MZ,1627433347,mocuba
497,93.87,38.421,-121.4238,28,1.01,1,US,1627433206,laguna
498,70.83,9.45,-5.6333,91,4.14,100,CI,1627433787,korhogo
499,82.18,27.0377,14.4283,24,11.3,0,LY,1627433638,sabha
500,76.87,7.5264,-12.505,84,10.63,100,SL,1627433435,bonthe
501,82.85,31.4167,130.3167,67,0.83,0,JP,1627433787,kaseda
502,48.65,-11.9472,-75.2829,73,4.79,79,PE,1627433788,san jeronimo
503,60.69,57.0531,-135.33,77,0.0,75,US,1627433275,sitka
504,62.58,59.3833,143.3,81,11.92,94,RU,1627433488,okhotsk
505,73.13,37.8063,-0.8374,82,1.01,75,ES,1627433788,san javier
506,74.59,-7.738,-72.6509,83,2.1,100,BR,1627433788,rodrigues alves
507,68.56,-23.7781,-45.3581,91,13.89,58,BR,1627433427,ilhabela
508,67.42,21.0167,-102.1667,56,8.21,42,MX,1627433789,san julian
509,61.38,61.95,159.2333,47,12.93,89,RU,1627433789,evensk
510,45.23,60.1432,-45.2371,81,6.33,100,GL,1627433452,nanortalik
511,71.17,11.0167,29.7167,95,5.03,83,SD,1627433789,kaduqli
512,85.14,30.4091,-89.0436,79,7.0,36,US,1627433790,harrison
513,62.96,-16.3667,-58.4,63,11.39,26,BO,1627433790,san matias
514,67.08,-20.2078,57.7625,91,13.96,100,MU,1627433199,quatre cocos
515,69.51,0.0939,33.9756,68,4.59,100,KE,1627433790,port victoria
516,48.69,-31.6333,-60.7,39,5.99,85,AR,1627433514,santa fe
517,53.28,55.1542,72.6925,62,7.43,95,RU,1627433791,lyubinskiy
518,58.37,-9.3451,28.734,56,6.89,17,ZM,1627433791,nchelenge
519,85.26,45.5113,-92.9802,77,7.47,100,US,1627433791,north branch
520,70.05,22.9333,97.75,96,0.4,95,MM,1627433792,lashio
521,66.63,37.0965,-4.3887,59,4.52,0,ES,1627433792,archidona
522,78.66,-8.19,114.9675,61,3.76,7,ID,1627433792,banjar
523,76.24,19.3667,-81.4167,94,4.61,75,KY,1627433792,west bay
524,72.05,-0.4536,39.6401,72,18.97,86,KE,1627433793,garissa
525,64.38,60.8156,-115.7999,55,4.61,75,CA,1627433793,hay river
526,49.23,65.4167,-52.9,79,15.03,22,GL,1627433503,maniitsoq
527,64.49,52.4,12.1667,81,2.73,93,DE,1627433793,genthin
528,39.65,-39.8142,-73.2459,95,3.22,5,CL,1627433794,valdivia
529,60.89,55.849,32.2697,94,4.79,100,RU,1627433794,zharkovskiy
530,75.96,41.2092,36.9739,83,14.7,94,TR,1627433714,terme
531,47.1,56.1874,52.4792,84,6.02,0,RU,1627433794,alnashi
532,60.76,-34.2,142.15,63,13.8,0,AU,1627433795,mildura
533,75.65,9.3328,-69.1208,92,1.88,100,VE,1627433795,villa bruzual
534,51.42,65.6118,72.6842,77,11.59,100,RU,1627433795,staryy nadym
535,59.86,-16.6228,-72.7111,89,8.46,72,PE,1627433796,camana
536,61.45,55.1431,37.4711,85,3.24,60,RU,1627433796,chekhov
